,Fund,Fund Description,Chart Section Level 1,Chart Section Level 2,Agency,Agency Description,Organization,Organization Description,Activity,Activity Description,Function,Function Description,Account,Account Description,Total Indicator,Balance Forward,YTD Debits,YTD Credits,Ending Balance,Prior Year YTD Balance
7366,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,3400,Materials & Supplies,N,0,0,0,0,6356
7367,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,4220,Life Insurance,N,0,170,0,170,175
7368,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,4230,Medical Insurance,N,0,13086,0,13086,25076
7369,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,4238,Veba Funding,N,0,224000,0,224000,10400
7370,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,4240,Workers Comp,N,0,40200,0,40200,1700
7371,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,4250,Social Security-Employer,N,0,4289,0,4289,9589
7372,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,4259,Retirement Contribution,N,0,278400,0,278400,12000
7373,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,4270,Dental Insurance,N,0,1186,0,1186,2106
7374,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,4280,Optical Insurance,N,0,127,0,127,217
7375,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,4440,Unemployment Compensation,N,0,0,0,0,125
7376,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,,,Y,0,703012,0,703012,288718
7377,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,1100,Permanent Time Worked,N,0,11220,0,11220,0
7378,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,2210,Natural Gas,N,0,125347,0,125347,145684
7379,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,2220,Electricity,N,0,340242,0,340242,291798
7380,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,2230,Water,N,0,38992,0,38992,38393
7381,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,2231,Storm Water Runoff,N,0,332847,0,332847,323321
7382,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,2410,Rent City Vehicles,N,0,4164,0,4164,0
7383,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,2430,Contracted Services,N,0,224314,0,224314,0
7384,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,4220,Life Insurance,N,0,33,0,33,0
7385,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,4230,Medical Insurance,N,0,2626,0,2626,0
7386,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,4250,Social Security-Employer,N,0,820,0,820,0
7387,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,4270,Dental Insurance,N,0,238,0,238,0
7388,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,4280,Optical Insurance,N,0,26,0,26,0
7389,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7061,South Industrial Site,,,,,Y,0,1080869,0,1080869,799196
7390,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,1100,Permanent Time Worked,N,0,2226206,38836,2187370,2859211
7391,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,1121,Vacation Used,N,0,96800,0,96800,124558
7392,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,1141,Personal Leave Used,N,0,38680,0,38680,38104
7393,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,1151,Sick Time Used,N,0,68999,6044,62955,70543
7394,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,1161,Holiday,N,0,106770,0,106770,95692
7395,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,1401,Overtime Paid-Permanent,N,0,349730,5439,344291,521077
7396,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,1741,Longevity Pay,N,0,60000,0,60000,60000
7397,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,1800,Equipment Allowance,N,0,30800,0,30800,19380
7398,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,1820,Uniform Allowance,N,0,4000,0,4000,4000
7399,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,2240,Telecommunications,N,0,10161,206,9955,3608
7400,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,2410,Rent City Vehicles,N,0,1274507,0,1274507,1601460
7401,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,2660,Software Maintenance,N,0,0,0,0,249600
7402,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,3400,Materials & Supplies,N,0,127607,0,127607,97199
7403,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,4220,Life Insurance,N,0,6415,136,6279,6495
7404,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,4230,Medical Insurance,N,0,508518,10707,497811,720800
7405,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,4238,Veba Funding,N,0,358400,0,358400,413600
7406,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,4240,Workers Comp,N,0,66400,0,66400,65600
7407,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,4250,Social Security-Employer,N,0,229344,3847,225497,288504
7408,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,4259,Retirement Contribution,N,0,425600,0,425600,441600
7409,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,4270,Dental Insurance,N,0,46088,970,45118,60386
7410,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,4280,Optical Insurance,N,0,4926,104,4822,6260
7411,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,4300,Dues & Licenses,N,0,99887,0,99887,137888
7412,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,4440,Unemployment Compensation,N,0,10949,0,10949,14343
7413,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7064,Miss Dig,,,,,Y,0,6150787,66289,6084498,7899908
7414,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7067,Merchandising & Jobbing,,,1401,Overtime Paid-Permanent,N,0,0,0,0,195540
7415,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7067,Merchandising & Jobbing,,,4220,Life Insurance,N,0,0,0,0,394
7416,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7067,Merchandising & Jobbing,,,4230,Medical Insurance,N,0,0,0,0,40483
7417,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7067,Merchandising & Jobbing,,,4250,Social Security-Employer,N,0,0,0,0,14780
7418,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7067,Merchandising & Jobbing,,,4270,Dental Insurance,N,0,0,0,0,3392
7419,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7067,Merchandising & Jobbing,,,4280,Optical Insurance,N,0,0,0,0,351
7420,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7067,Merchandising & Jobbing,,,,,Y,0,0,0,0,254940
7421,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,1100,Permanent Time Worked,N,0,13230962,20992,13209970,17539007
7422,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,1102,Other Paid Time Off,N,0,113904,0,113904,372323
7423,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,1121,Vacation Used,N,0,977057,0,977057,1603787
7424,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,1141,Personal Leave Used,N,0,361224,0,361224,189324
7425,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,1151,Sick Time Used,N,0,431950,30220,401730,651820
7426,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,1161,Holiday,N,0,1330462,0,1330462,1536300
7427,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,1200,Temporary Pay,N,0,2344,0,2344,45736
7428,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,1401,Overtime Paid-Permanent,N,0,4523944,42114,4481830,4700023
7429,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,1741,Longevity Pay,N,0,0,0,0,330000
7430,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,1751,Benefit Waiver Pay,N,0,0,0,0,23076
7431,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,1820,Uniform Allowance,N,0,70000,0,70000,70000
7432,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,2100,Professional Services,N,0,0,0,0,377520
7433,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,2410,Rent City Vehicles,N,0,17353989,0,17353989,13797213
7434,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,2430,Contracted Services,N,0,24119465,0,24119465,20143977
7435,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,2435,Tipping Fees,N,0,303560,0,303560,268424
7436,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,2610,Equipment Leasing,N,0,0,0,0,437450
7437,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,2700,Conference Training & Travel,N,0,39000,0,39000,0
7438,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,3400,Materials & Supplies,N,0,6140651,4689,6135962,6279626
7439,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,3440,"Property Plant & Equipment < $5,000",N,0,153451,0,153451,354431
7440,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,4220,Life Insurance,N,0,35196,127,35069,44537
7441,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,4230,Medical Insurance,N,0,3843178,17886,3825292,5302122
7442,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,4237,Retiree Health Savings Account,N,0,120000,0,120000,94300
7443,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,4238,Veba Funding,N,0,1792000,0,1792000,3102400
7444,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,4240,Workers Comp,N,0,518400,0,518400,546400
7445,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,4250,Social Security-Employer,N,0,1587511,7107,1580404,2045323
7446,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,4259,Retirement Contribution,N,0,3395200,0,3395200,3736800
7447,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,4270,Dental Insurance,N,0,348784,1621,347163,445556
7448,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,4280,Optical Insurance,N,0,37255,173,37082,46149
7449,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,4440,Unemployment Compensation,N,0,152290,0,152290,154024
7450,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,6600.6650,Repair Parts Outside Repairs,N,0,511152,0,511152,0
7451,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7092,Maintenance - Mains,,,,,Y,0,81492929,124929,81368000,84237648
7452,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,1100,Permanent Time Worked,N,0,5226399,133692,5092707,4436536
7453,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,1102,Other Paid Time Off,N,0,44712,0,44712,252791
7454,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,1121,Vacation Used,N,0,683477,0,683477,656761
7455,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,1141,Personal Leave Used,N,0,299712,57480,242232,167376
7456,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,1151,Sick Time Used,N,0,367998,0,367998,311393
7457,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,1161,Holiday,N,0,729166,0,729166,679254
7458,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,1401,Overtime Paid-Permanent,N,0,372963,0,372963,75983
7459,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,1741,Longevity Pay,N,0,120000,0,120000,120000
7460,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,1751,Benefit Waiver Pay,N,0,130764,0,130764,100000
7461,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,1820,Uniform Allowance,N,0,30000,0,30000,30000
7462,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,2410,Rent City Vehicles,N,0,3129793,76120,3053673,1416172
7463,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,2421,Fleet Maintenance & Repair,N,0,160406,0,160406,0
7464,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,2422,Fleet Fuel,N,0,11318,0,11318,0
7465,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,2424,Fleet Management,N,0,20500,0,20500,0
7466,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,2430,Contracted Services,N,0,145000,0,145000,0
7467,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,3400,Materials & Supplies,N,0,2721040,0,2721040,976332
7468,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,3440,"Property Plant & Equipment < $5,000",N,0,111346,0,111346,88950
7469,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,4220,Life Insurance,N,0,9544,194,9350,8003
7470,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,4230,Medical Insurance,N,0,1256929,41273,1215656,1126649
7471,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,4238,Veba Funding,N,0,2688000,0,2688000,3102400
7472,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,4240,Workers Comp,N,0,447200,0,447200,430400
7473,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,4250,Social Security-Employer,N,0,602612,14220,588392,515118
7474,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,4259,Retirement Contribution,N,0,2928800,0,2928800,2958400
7475,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,4270,Dental Insurance,N,0,113895,3739,110156,94463
7476,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,4280,Optical Insurance,N,0,12183,400,11783,9791
7477,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,4440,Unemployment Compensation,N,0,34339,0,34339,21775
7478,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7093,Maintenance - Hydrants,,,,,Y,0,22398096,327118,22070978,17578547
7479,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7094,Maintenance - Service,,,1100,Permanent Time Worked,N,0,7008739,76220,6932519,4874975
7480,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7094,Maintenance - Service,,,1200,Temporary Pay,N,0,0,0,0,11806
7481,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7094,Maintenance - Service,,,1401,Overtime Paid-Permanent,N,0,874256,12872,861384,657562
7482,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7094,Maintenance - Service,,,2410,Rent City Vehicles,N,0,7064384,0,7064384,2979934
7483,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7094,Maintenance - Service,,,2430,Contracted Services,N,0,631097,0,631097,1135471
7484,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7094,Maintenance - Service,,,3400,Materials & Supplies,N,0,1750941,8738,1742203,1252476
7485,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7094,Maintenance - Service,,,4220,Life Insurance,N,0,12449,97,12352,8747
